[[-247.39723256008128], [322.3367343145398], [-212.0641240529498]]
[[-247.39402092544591], [321.52953916031043], [-212.05959542813065]]
[[-247.39080939202535], [320.7223694448697], [-212.05506694603145]]
[[-247.38759795981477], [319.91522516701474], [-212.05053860664526]]
[[-247.38438662880947], [319.10810632554325], [-212.04601040996516]]
[[-247.38117539900455], [318.3010129192529], [-212.041482355985]]
[[-247.3779642703953], [317.49394494694116], [-212.03695444469747]]
[[-247.37475324297696], [316.68690240740597], [-212.03242667609578]]
[[-247.37154231674467], [315.8798852994452], [-212.02789905017386]]
[[-247.36833149169374], [315.0728936218568], [-212.0233715669242]]
[[-247.36512076781935], [314.26592737343856], [-212.01884422634032]]
[[-247.36191014511664], [313.4589865529887], [-212.01431702841592]]
[[-247.3586996235809], [312.6520711593053], [-212.00978997314348]]
[[-247.3554892032074], [311.84518119118667], [-212.00526306051682]]
[[-247.3522788839913], [311.038316647431], [-212.00073629052906]]
[[-247.3490686659278], [310.2314775268368], [-211.99620966317337]]
[[-247.34585854901215], [309.42466382820226], [-211.99168317844294]]
[[-247.34264853323955], [308.6178755503262], [-211.98715683633145]]
[[-247.33943861860521], [307.81111269200693], [-211.98263063683163]]
[[-247.3362288051044], [307.0043752520435], [-211.978104579937]]
[[-247.33301909273231], [306.19766322923425], [-211.97357866564084]]
[[-247.32980948148418], [305.3909766223782], [-211.9690528939363]]
[[-247.32659997135517], [304.5843154302743], [-211.96452726481658]]
[[-247.32339056234056], [303.7776796517214], [-211.9600017782754]]
[[-247.32018125443554], [302.97106928551875], [-211.95547643430552]]
[[-247.31697204763537], [302.1644843304652], [-211.95095123290037]]
[[-247.3137629419352], [301.3579247853603], [-211.94642617405333]]
[[-247.31055393733038], [300.551390649003], [-211.94190125775737]]
[[-247.30734503381603], [299.7448819201928], [-211.93737648400588]]
[[-247.30413623138742], [298.93839859772925], [-211.93285185279234]]
[[-247.3009275300397], [298.13194068041156], [-211.9283273641098]]
[[-247.29771892976817], [297.3255081670396], [-211.92380301795168]]
[[-247.29451043056804], [296.51910105641275], [-211.91927881431093]]
[[-247.2913020324345], [295.712719347331], [-211.91475475318117]]
[[-247.28809373536282], [294.90636303859407], [-211.9102308345556]]
[[-247.28488553934818], [294.1000321290019], [-211.9057070584273]]
[[-247.28167744438582], [293.2937266173543], [-211.90118342478968]]
[[-247.27846945047105], [292.48744650245135], [-211.89665993363593]]
[[-247.27526155759895], [291.6811917830933], [-211.89213658495942]]
[[-247.27205376576487], [290.8749624580803], [-211.88761337875337]]
[[-247.26884607496393], [290.0687585262124], [-211.88309031501092]]
[[-247.26563848519146], [289.2625799862901], [-211.87856739372575]]
[[-247.26243099644262], [288.4564268371139], [-211.87404461489064]]
[[-247.25922360871266], [287.65029907748414], [-211.86952197849905]]
[[-247.2560163219968], [286.84419670620144], [-211.86499948454434]]
[[-247.25280913629024], [286.0381197220664], [-211.86047713301957]]
[[-247.24960205158828], [285.23206812387986], [-211.8559549239182]]
[[-247.2463950678861], [284.4260419104425], [-211.85143285723353]]
[[-247.24318818517892], [283.6200410805552], [-211.84691093295885]]
[[-247.239981403462], [282.8140656330189], [-211.84238915108716]]
[[-247.23677472273053], [282.00811556663473], [-211.837867511612]]
[[-247.2335681429798], [281.2021908802036], [-211.8333460145265]]
[[-246.50289457601227], [280.0460291170958], [-210.14261134270902]]
[[-246.49970386775803], [279.2412240387308], [-210.13812261025993]]
[[-246.49651325984422], [278.43644426962646], [-210.13363401897107]]
[[-246.49332275226604], [277.6316898085889], [-210.1291455688359]]
[[-246.49013234501885], [276.82696065442406], [-210.12465725984754]]
[[-246.48694203809785], [276.0222568059386], [-210.12016909199968]]
[[-246.48375183149827], [275.21757826193857], [-210.11568106528523]]
[[-246.48056172521552], [274.41292502123076], [-210.11119317969792]]
[[-246.47737171924473], [273.60829708262133], [-210.10670543523088]]
[[-246.47418181358123], [272.80369444491714], [-210.10221783187745]]
[[-246.47099200822026], [271.99911710692476], [-210.097730369631]]
[[-246.46780230315713], [271.194565067451], [-210.09324304848508]]
[[-246.46461269838713], [270.39003832530244], [-210.08875586843283]]
[[-246.46142319390538], [269.58553687928634], [-210.08426882946748]]
[[-246.45823378970732], [268.78106072820924], [-210.0797819315826]]
[[-246.4550444857881], [267.9766098708786], [-210.0752951747715]]
[[-246.45185528214313], [267.17218430610126], [-210.07080855902723]]
[[-246.44866617876752], [266.3677840326846], [-210.0663220843436]]
[[-246.4454771756567], [265.5634090494357], [-210.061835750714]]
[[-246.4422882728058], [264.75905935516204], [-210.0573495581312]]
[[-246.43909947021018], [263.954734948671], [-210.05286350658884]]
[[-246.43591076786507], [263.15043582876996], [-210.0483775960804]]
[[-246.4327221657658], [262.34616199426665], [-210.04389182659912]]
[[-246.42953366390756], [261.5419134439687], [-210.0394061981384]]
[[-246.42634526228565], [260.7376901766837], [-210.03492071069144]]
[[-246.42315696089537], [259.93349219121967], [-210.03043536425184]]
[[-246.41996875973203], [259.12931948638425], [-210.02595015881286]]
[[-246.4167806587908], [258.3251720609855], [-210.02146509436773]]
[[-246.413592658067], [257.52104991383135], [-210.01698017090985]]
[[-246.41040475755597], [256.71695304373], [-210.01249538843263]]
[[-246.4072169572528], [255.91288144948945], [-210.00801074692936]]
[[-246.40402925715304], [255.10883512991813], [-210.0035262463935]]
[[-246.40084165725176], [254.30481408382428], [-209.99904188681813]]
[[-246.39765415754428], [253.50081831001637], [-209.994557668197]]
[[-246.39446675802594], [252.69684780730265], [-209.9900735905232]]
[[-246.3912794586919], [251.89290257449187], [-209.98558965379016]]
[[-246.3880922595376], [251.08898261039258], [-209.9811058579914]]
[[-246.38490516055813], [250.28508791381347], [-209.9766222031198]]
[[-246.38171816174892], [249.4812184835633], [-209.97213868916913]]
[[-246.37853126310515], [248.67737431845094], [-209.96765531613272]]
[[-246.37534446462212], [247.8735554172854], [-209.96317208400382]]
[[-246.37215776629517], [247.06976177887532], [-209.95868899277565]]
[[-246.36897116811951], [246.26599340203018], [-209.9542060424419]]
[[-246.36578467009042], [245.46225028555887], [-209.94972323299572]]
[[-246.36259827220323], [244.6585324282707], [-209.94524056443055]]
[[-246.3594119744532], [243.854839828975], [-209.9407580367395]]
[[-246.35622577683554], [243.05117248648097], [-209.93627564991635]]
[[-246.35303967934556], [242.24753039959813], [-209.93179340395415]]
[[-246.3498536819787], [241.4439135671361], [-209.92731129884635]]
[[-246.34666778472996], [240.64032198790446], [-209.92282933458637]]
[[-245.61871131956514], [239.54063557849773], [-208.2381930441735]]
[[-245.6155411896218], [238.73815718669934], [-208.23374362609792]]
[[-245.61237115916234], [237.93570397796543], [-208.22929434765223]]
[[-245.6092012281819], [237.1332759511107], [-208.2248452088299]]
[[-245.60603139667592], [236.33087310494997], [-208.2203962096243]]
[[-245.6028616646396], [235.52849543829765], [-208.21594735002878]]
[[-245.59969203206836], [234.72614294996885], [-208.211498630037]]
[[-245.59652249895754], [233.92381563877828], [-208.2070500496423]]
[[-245.59335306530244], [233.121513503541], [-208.20260160883782]]
[[-245.59018373109825], [232.31923654307195], [-208.19815330761747]]
[[-245.58701449634043], [231.51698475618633], [-208.19370514597443]]
[[-245.5838453610243], [230.71475814169935], [-208.18925712390228]]
[[-245.58067632514508], [229.9125566984262], [-208.18480924139425]]
[[-245.5775073886982], [229.11038042518226], [-208.1803614984438]]
[[-245.57433855167886], [228.30822932078289], [-208.17591389504418]]
[[-245.5711698140825], [227.5061033840435], [-208.17146643118934]]
[[-245.5680011759044], [226.7040026137799], [-208.1670191068725]]
[[-245.56483263713986], [225.90192700880743], [-208.16257192208678]]
[[-245.56166419778424], [225.09987656794198], [-208.15812487682592]]
[[-245.55849585783278], [224.2978512899993], [-208.15367797108348]]
[[-245.55532761728085], [223.49585117379524], [-208.1492312048524]]
[[-245.5521594761238], [222.6938762181458], [-208.1447845781267]]
[[-245.548991434357], [221.89192642186669], [-208.1403380908995]]
[[-245.54582349197563], [221.0900017837743], [-208.1358917431641]]
[[-245.54265564897509], [220.2881023026847], [-208.13144553491418]]
[[-245.5394879053507], [219.4862279774141], [-208.12699946614305]]
[[-245.53632026109787], [218.68437880677874], [-208.1225535368443]]
[[-245.53315271621176], [217.88255478959516], [-208.1181077470112]]
[[-245.52998527068777], [217.08075592467958], [-208.1136620966373]]
[[-245.52681792452128], [216.27898221084874], [-208.10921658571579]]
[[-245.52365067770756], [215.47723364691916], [-208.10477121424066]]
[[-245.52048353024185], [214.67551023170745], [-208.10032598220477]]
[[-245.51731648211964], [213.87381196403035], [-208.0958808896018]]
[[-245.51414953333617], [213.0721388427048], [-208.09143593642534]]
[[-245.51098268388685], [212.2704908665476], [-208.0869911226684]]
[[-245.50781593376684], [211.4688680343758], [-208.08254644832488]]
[[-245.50464928297154], [210.66727034500622], [-208.07810191338797]]
[[-245.50148273149642], [209.86569779725625], [-208.07365751785107]]
[[-245.4983162793366], [209.06415038994305], [-208.0692132617079]]
[[-245.49514992648753], [208.26262812188367], [-208.06476914495164]]
[[-245.49198367294449], [207.46113099189566], [-208.06032516757585]]
[[-245.48881751870277], [206.65965899879635], [-208.05588132957382]]
[[-245.4856514637578], [205.85821214140324], [-208.0514376309393]]
[[-245.48248550810484], [205.05679041853395], [-208.04699407166544]]
[[-245.47931965173925], [204.25539382900595], [-208.04255065174578]]
[[-245.47615389465633], [203.45402237163722], [-208.0381073711738]]
[[-245.4729882368514], [202.65267604524524], [-208.0336642299431]]
[[-245.46982267831984], [201.85135484864807], [-208.02922122804665]]
[[-245.466657219057], [201.05005878066356], [-208.0247783654782]]
[[-245.46349185905814], [200.24878784010986], [-208.02033564223137]]
[[-245.4603265983186], [199.44754202580478], [-208.0158930582994]]
[[-244.7350864525827], [198.40494933216738], [-206.33735109654918]]
[[-244.73193685522386], [197.60481026735079], [-206.3329408410305]]
[[-244.72878735649567], [196.80469625914378], [-206.32853072362042]]
[[-244.72563795639354], [196.0046073063695], [-206.32412074431227]]
[[-244.7224886549128], [195.20454340785102], [-206.31971090309992]]
[[-244.71933945204884], [194.40450456241157], [-206.31530119997637]]
[[-244.71619034779695], [193.6044907688743], [-206.31089163493579]]
[[-244.7130413421525], [192.80450202606266], [-206.30648220797104]]
[[-244.7098924351109], [192.00453833279994], [-206.302072919076]]
[[-244.70674362666762], [191.20459968790973], [-206.2976637682442]]
[[-244.70359491681782], [190.40468609021545], [-206.29325475546898]]
[[-244.700446305557], [189.60479753854085], [-206.28884588074385]]
[[-244.69729779288056], [188.80493403170954], [-206.28443714406268]]
[[-244.6941493787838], [188.0050955685454], [-206.28002854541847]]
[[-244.6910010632621], [187.20528214787214], [-206.2756200848052]]
[[-244.68785284631082], [186.40549376851374], [-206.271211762216]]
[[-244.68470472792538], [185.60573042929428], [-206.26680357764474]]
[[-244.6815567081011], [184.80599212903763], [-206.2623955310848]]
[[-244.67840878683344], [184.00627886656815], [-206.25798762252953]]
[[-244.67526096411757], [183.20659064070986], [-206.25357985197263]]
[[-244.67211323994914], [182.4069274502871], [-206.24917221940757]]
[[-244.6689656143233], [181.60728929412437], [-206.24476472482792]]
[[-244.66581808723546], [180.80767617104596], [-206.24035736822708]]
[[-244.66267065868112], [180.00808807987642], [-206.23595014959864]]
[[-244.65952332865555], [179.20852501944023], [-206.23154306893622]]
[[-244.6563760971541], [178.40898698856222], [-206.22713612623312]]
[[-244.65322896417223], [177.609473986067], [-206.2227293214831]]
[[-244.65008192970527], [176.80998601077948], [-206.21832265467953]]
[[-244.64693499374854], [176.01052306152445], [-206.21391612581618]]
[[-244.64378815629752], [175.21108513712684], [-206.20950973488618]]
[[-244.64064141734747], [174.4116722364118], [-206.20510348188327]]
[[-244.6374947768939], [173.61228435820422], [-206.20069736680085]]
[[-244.63434823493208], [172.8129215013295], [-206.19629138963273]]
[[-244.63120179145744], [172.01358366461272], [-206.19188555037215]]
[[-244.6280554464653], [171.21427084687923], [-206.1874798490128]]
[[-244.62490919995108], [170.4149830469544], [-206.18307428554812]]
[[-244.62176305191022], [169.6157202636638], [-206.17866885997148]]
[[-244.61861700233794], [168.8164824958329], [-206.17426357227686]]
[[-244.61547105122972], [168.01726974228728], [-206.16985842245742]]
[[-244.61232519858095], [167.21808200185268], [-206.16545341050676]]
[[-244.60917944438697], [166.41891927335485], [-206.16104853641838]]
[[-244.60603378864315], [165.6197815556196], [-206.1566438001858]]
[[-245.32431421964563], [165.01772468269365], [-207.82499364818125]]
[[-246.0444633906395], [164.41410144695598], [-209.49768401827043]]
[[-246.76648860393524], [163.8089057276688], [-211.17473187152967]]
[[-234.98526074241747], [412.6176055088041], [-231.75842431648596]]
[[-235.71259968910596], [412.3230549646687], [-233.49595662824663]]
[[-236.44186834744949], [412.02772294496316], [-235.23809880775656]]
[[-237.17307440726063], [411.7316063355433], [-236.9848692251274]]
[[-237.16994194893397], [410.9018607825557], [-236.97985397273465]]
[[-237.16680959171603], [410.0721420118789], [-236.97483888222285]]
[[-237.1636773356019], [409.24245002221636], [-236.96982395358447]]
[[-237.16054518058658], [408.41278481227147], [-236.9648091868114]]
[[-237.1574131266653], [407.58314638074756], [-236.95979458189578]]
[[-237.15428117383306], [406.7535347263482], [-236.95478013882968]]
[[-237.1511493220851], [405.92394984777707], [-236.94976585760543]]
[[-237.1480175714164], [405.09439174373796], [-236.94475173821536]]
[[-237.1448859218221], [404.2648604129346], [-236.9397377806514]]
[[-237.14175437329737], [403.435355854071], [-236.9347239849056]]
[[-237.13862292583718], [402.6058780658512], [-236.92971035097042]]
[[-237.13549157943686], [401.77642704697905], [-236.92469687883784]]
[[-237.13236033409123], [400.9470027961587], [-236.9196835685002]]
[[-237.1292291897957], [400.11760531209444], [-236.91467041994952]]
[[-237.1260981465451], [399.2882345934907], [-236.90965743317798]]
[[-237.12296720433474], [398.45889063905196], [-236.9046446081777]]
[[-237.1198363631597], [397.6295734474824], [-236.899631944941]]
[[-237.11670562301495], [396.8002830174867], [-236.89461944345982]]
[[-237.11357498389572], [395.9710193477695], [-236.88960710372675]]
[[-237.1104444457971], [395.14178243703566], [-236.88459492573338]]
[[-236.37332815838195], [393.8035992335216], [-235.1285660799091]]
[[-236.37021384975895], [392.97553694782926], [-235.1235891645622]]
[[-236.36709964148986], [392.1475013451994], [-235.11861240958916]]
[[-236.36398553356986], [391.3194924243421], [-235.113635814982]]
